"TICO-TICO NO FUBÁ -
CHICO JUSTINO
","Atração (http://www.atracao.com.br/)",,,"3'05""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POUT POURRI:
A – O  CASAMENTO DA RAPOSA
B – PAU QUEIMADO -
CLEMENTINO MOURA E RODOLF FORTE
","Atração (http://www.atracao.com.br/)",,,"3'18""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHORO REJANE -
CLEMENTINO MOURA
","Atração (http://www.atracao.com.br/)",,,"4'00""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INDECISO  -
OTÍLIO MOURA E MARCOS FARIAS
","Atração (http://www.atracao.com.br/)",,,"3'28""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O VÔO DA MOSCA -
OTÍLIO MOURA
","Atração (http://www.atracao.com.br/)",,,"3'50""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VELHOS TEMPOS (ARRIANDO AS CORRENTES) -
MESSIAS SANTIAGO E RODOLF FORTE
","Atração (http://www.atracao.com.br/)",,,"4'42""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"APANHEI-TE CAVAQUINHO -
MESSIAS SANTIAGO
","Atração (http://www.atracao.com.br/)",,,"2'30""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TREZE DE DEZEMBRO -
MARCOS FARIAS E RODOLF FORTE
","Atração (http://www.atracao.com.br/)",,,"2'02""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAMENTO SERTANEJO
(FORRÓ DO DOMINGUINHOS) -
MARCOS FARIAS
","Atração (http://www.atracao.com.br/)",,,"3'40""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEBÊ -
ADELSON VIANA E MARCOS FARIAS
","Atração (http://www.atracao.com.br/)",,,"4'15""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A FRENCH TOUCH -
ADELSON VIANA
","Atração (http://www.atracao.com.br/)",,,"3'48""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOMENAGEM A VELHA GUARDA - ZÉ DO NORTE E MARCOS FARIAS","Atração (http://www.atracao.com.br/)",,,"3'52""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COLORIAGE -
ZÉ DO NORTE
","Atração (http://www.atracao.com.br/)",,,"3'15""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NILOPOLITANO -
MARCOS FARIAS E RODOLF FORTE
","Atração (http://www.atracao.com.br/)",,,"3'03""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANUNCIAÇÃO -
WALDONYS
","Atração (http://www.atracao.com.br/)",,,"3'22""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GUADA E LIV NO FORRÓ- INSTRUMENTAL  -
WALDONYS
","Atração (http://www.atracao.com.br/)",,,"2'05""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICHO DE SETE CABEÇAS -
WALDONYS
","Atração (http://www.atracao.com.br/)",,,"3'20""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A VIDA DO VIAJANTE -
TODOS
","Atração (http://www.atracao.com.br/)",,,"2'47""","Wilson Souto JR",2007,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Dívidas","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'58""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Perdido de Amor","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'12""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Árvore","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'17""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Criminalidade","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","10'47""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Campo de batalha","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","6'38""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Barrados","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'32""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Fala só de amor","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'43""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Lili","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'23""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Traumas","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'57""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Ana maria","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'53""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Viu","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'18""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Tabuleiro","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'18""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Samarina","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'07""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Bibliotecas Públicas","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'38""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Babylon Vampire","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'22""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes -  Camelô","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'02""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Lei do engano","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","6'53""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Isaac","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'00""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Malandrinha","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'58""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Árvore (BIS)","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","5'32""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Barrados (BIS)","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","7'05""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edson Gomes - Malandrinha (BIS)","Atração (http://www.atracao.com.br/)",,"Poucos artistas são elevados à condição de “must” em seus
estilos musicais, Edson Gomes, é o maior nome citado por todos os grandes do
estilo “roots” reggae, como o mais influente dos artistas de sua geração.","4'35""","Wilson Souto JR",2006,,,,"Atração (http://www.atracao.com.br/)",,"-","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Demorou","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","3'45""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Por Causa de Você","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","2'90""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Io che amo solo te","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'10""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Falei Baixinho","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","3'40""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Estrada do Sol","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'10""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Dó-Ré-Mi","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'15""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Canção da Manhã Feliz","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","3'50""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Não Tenho Escolha","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'17""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Stella By Starlight","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","5'05""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Piston de Gafieira","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","2'43""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Nega Manhosa","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","3'07""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Morena Boca de Ouro / É Luxo Só","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'08""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Inflência do Jazz","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'08""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Yayá Bahianinha","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","3'15""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Filho da Bahia","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'48""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Preta Pretinha","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","7'37""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Roch Mary","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","3'37""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Dê um Rolê","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","4'23""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulinho Boca de Cantor - Minha Mãe Leu Minha Mão / A Flor do Afoxé","Atração (http://www.atracao.com.br/)",,"Dando seqüência a sua carreira vitoriosa, Paulinho
Boca de Cantor presenteia seu público e apreciadores da sua musicalidade.","6'30""","Paulinho Boca de Cantor",2006,,,,"Atração (http://www.atracao.com.br/)",,"http://www.paulinhobocadecantor.com.br/","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Dance Forró Mais Eu","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","3'44""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Pra Se Aninhar","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","2'08""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Lugar Que Tem Amor","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","2'28""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Chiô Chinela / O Xote do Coice","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","5'03""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Jardim Dos Animais","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","4'02""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Feira de Mangaio","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","2'30""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Romance Da Bela Inês / Espelho Cristalino","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","4'45""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - A Natureza das Coisas","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","4'27""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Ovo de Codorna / Capim Novo","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","4'35""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Targino Gondim - Derramaro o Gai","Atração (http://www.atracao.com.br/)",,"Autor de ""Esperando na janela"", sucesso gravado por mais de
40 intérpretes, e cultor da tradição nordestina, Targino pode e deve ser
considerado como uma das grandes revelações desses últimos tempos, não só do
forró, mas de todo o Brasil.","2'03""","Enilson Mota ""Pará""",2008,,,,"Atração (http://www.atracao.com.br/)",,"http://www.targinogondim.com.br","Musical","Curta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
